,SearchURL,Origin,Destination,Time,Fare,Transfer,Priority
1026,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=原当麻駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,原当麻駅,横浜駅,1時間0分 --- 50分 --- 59分,513円 --- 513円 --- 770円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [楽][安] --- [楽]
1027,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=原当麻駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,原当麻駅,センター南駅,53分 --- 51分 --- 1時間30分,748円 --- 748円 --- 817円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[早][楽][安] --- [楽][安] --- [楽]
1028,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=原木中山駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,原木中山駅,東京駅,43分 --- 43分 --- 38分,242円 --- 242円 --- 242円,乗換：0回 --- 乗換：0回 --- 乗換：1回,[楽][安] --- [楽][安] --- [安]
1029,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=原木中山駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,原木中山駅,横浜駅,1時間17分 --- 1時間12分 --- 1時間7分,715円 --- 706円 --- 756円,乗換：1回 --- 乗換：1回 --- 乗換：2回,[楽] --- [楽] --- [早]
1030,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=原木中山駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,原木中山駅,センター南駅,1時間42分 --- 1時間37分 --- 1時間37分,884円 --- 776円 --- 776円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽] --- [楽] --- [楽]
1031,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=参宮橋駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,参宮橋駅,東京駅,21分 --- 24分 --- 35分,324円 --- 324円 --- 325円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [楽][安] --- [楽]
1032,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=参宮橋駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,参宮橋駅,横浜駅,48分 --- 50分 --- 51分,687円 --- 687円 --- 687円,乗換：1回 --- 乗換：1回 --- 乗換：2回,[早][楽] --- [楽] --- 
1033,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=参宮橋駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,参宮橋駅,センター南駅,1時間18分 --- 1時間6分 --- 1時間6分,991円 --- 776円 --- 776円,乗換：2回 --- 乗換：3回 --- 乗換：3回,[楽] ---  --- 
1034,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=反町駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,反町駅,東京駅,35分 --- 38分 --- 53分,599円 --- 599円 --- 528円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1035,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=反町駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,反町駅,横浜駅,1分 --- 1分 --- 1分,126円 --- 126円 --- 126円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽][安] --- [楽][安] --- [楽][安]
1036,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=反町駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,反町駅,センター南駅,39分 --- 37分 --- 39分,471円 --- 430円 --- 471円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽] --- [楽][安] --- [楽]
1037,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=取手駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,取手駅,東京駅,40分 --- 1時間1分 --- 58分,726円 --- 726円 --- 726円,乗換：0回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [早][安] --- [安]
1038,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=取手駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,取手駅,横浜駅,1時間8分 --- 1時間29分 --- 1時間21分,"1,265円 --- 1,265円 --- 1,117円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [早][楽] --- [楽]
1039,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=取手駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,取手駅,センター南駅,1時間32分 --- 1時間53分 --- 1時間50分,"1,569円 --- 1,569円 --- 1,296円",乗換：2回 --- 乗換：2回 --- 乗換：3回,[早][楽] --- [早][楽] --- 
1040,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=古淵駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,古淵駅,東京駅,1時間19分 --- 1時間9分 --- 1時間17分,935円 --- 935円 --- 935円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽] --- [楽] --- [楽]
1041,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=古淵駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,古淵駅,横浜駅,37分 --- 37分 --- 37分,473円 --- 473円 --- 473円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[楽][安] --- [楽][安] --- [楽][安]
1042,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=古淵駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,古淵駅,センター南駅,34分 --- 30分 --- 29分,462円 --- 462円 --- 462円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [楽][安] --- [楽][安]
1043,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吉川美南駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,吉川美南駅,東京駅,56分 --- 59分 --- 58分,561円 --- 561円 --- 561円,乗換：0回 --- 乗換：1回 --- 乗換：1回,[楽][安] --- [安] --- [安]
1044,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吉川美南駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,吉川美南駅,横浜駅,1時間38分 --- 1時間29分 --- 1時間31分,"1,100円 --- 1,521円 --- 1,100円",乗換：1回 --- 乗換：2回 --- 乗換：2回,[楽] --- [早] --- [早]
1045,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吉川美南駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,吉川美南駅,センター南駅,2時間1分 --- 1時間49分 --- 1時間53分,"1,394円 --- 1,334円 --- 1,825円",乗換：2回 --- 乗換：3回 --- 乗換：3回,[楽] --- [早] --- 
1046,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吉川駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,吉川駅,東京駅,59分 --- 57分 --- 1時間1分,649円 --- 649円 --- 649円,乗換：0回 --- 乗換：1回 --- 乗換：1回,[楽] ---  --- 
1047,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吉川駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,吉川駅,横浜駅,1時間36分 --- 1時間29分 --- 1時間29分,"1,100円 --- 1,100円 --- 1,100円",乗換：1回 --- 乗換：2回 --- 乗換：2回,[楽] --- [早] --- [早]
1048,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吉川駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,吉川駅,センター南駅,1時間59分 --- 1時間47分 --- 1時間53分,"1,342円 --- 1,334円 --- 1,404円",乗換：2回 --- 乗換：3回 --- 乗換：3回,[楽] --- [早] --- 
1049,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吉祥寺駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,吉祥寺駅,東京駅,29分 --- 28分 --- 31分,396円 --- 396円 --- 396円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽] --- [楽] --- [楽]
1050,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吉祥寺駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,吉祥寺駅,横浜駅,51分 --- 52分 --- 1時間0分,726円 --- 595円 --- 595円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [早][楽] --- [早][楽]
1051,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吉祥寺駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,吉祥寺駅,センター南駅,1時間6分 --- 1時間9分 --- 1時間5分,692円 --- 691円 --- 692円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[早][楽] --- [楽][安] --- [楽]
1052,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吉野原駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,吉野原駅,東京駅,50分 --- 50分 --- 1時間9分,812円 --- 812円 --- 812円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [楽][安] --- [楽][安]
1053,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吉野原駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,吉野原駅,横浜駅,1時間16分 --- 1時間17分 --- 1時間16分,"1,186円 --- 1,186円 --- 1,186円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1054,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吉野原駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,吉野原駅,センター南駅,1時間40分 --- 1時間50分 --- 1時間44分,"1,490円 --- 1,490円 --- 1,490円",乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽] --- [楽] --- [楽]
1055,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吉野町駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,吉野町駅,東京駅,47分 --- 45分 --- 56分,715円 --- 715円 --- 771円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1056,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吉野町駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,吉野町駅,横浜駅,10分 --- 10分 --- 10分,242円 --- 242円 --- 242円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽][安] --- [楽][安] --- [楽][安]
1057,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吉野町駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,吉野町駅,センター南駅,32分 --- 32分 --- 32分,335円 --- 335円 --- 335円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽][安] --- [楽][安] --- [楽][安]
1058,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=向ヶ丘遊園駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,向ヶ丘遊園駅,東京駅,45分 --- 52分 --- 52分,449円 --- 450円 --- 419円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽] --- [楽] --- [楽][安]
1059,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=向ヶ丘遊園駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,向ヶ丘遊園駅,横浜駅,55分 --- 1時間10分 --- 42分,647円 --- 647円 --- 514円,乗換：1回 --- 乗換：1回 --- 乗換：2回,[楽] --- [楽] --- [早][安]
1060,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=向ヶ丘遊園駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,向ヶ丘遊園駅,センター南駅,54分 --- 1時間5分 --- 49分,661円 --- 661円 --- 661円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽][安] --- [楽][安] --- [楽][安]
1061,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=向原駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,向原駅,東京駅,29分 --- 32分 --- 40分,366円 --- 366円 --- 336円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽][安]
1062,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=向原駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,向原駅,横浜駅,1時間3分 --- 1時間9分 --- 54分,639円 --- 639円 --- 817円,乗換：1回 --- 乗換：1回 --- 乗換：2回,[楽] --- [楽] --- [早]
1063,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=向原駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,向原駅,センター南駅,1時間11分 --- 1時間12分 --- 1時間7分,859円 --- 859円 --- 859円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽] --- [楽] --- [楽]
1064,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=向河原駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,向河原駅,東京駅,36分 --- 31分 --- 39分,308円 --- 308円 --- 444円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [楽][安] --- [楽]
1065,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=向河原駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,向河原駅,横浜駅,27分 --- 21分 --- 22分,308円 --- 308円 --- 308円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [楽][安] --- [楽][安]
1066,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=向河原駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,向河原駅,センター南駅,29分 --- 28分 --- 40分,524円 --- 524円 --- 567円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[早][楽][安] --- [楽][安] --- [楽]
1067,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=君津駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,君津駅,東京駅,1時間32分 --- 1時間32分 --- 1時間32分,"1,518円 --- 1,518円 --- 1,518円",乗換：0回 --- 乗換：0回 --- 乗換：0回,[楽] --- [楽] --- [楽]
1068,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=君津駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,君津駅,横浜駅,2時間6分 --- 2時間5分 --- 2時間5分,"1,980円 --- 1,980円 --- 1,980円",乗換：0回 --- 乗換：0回 --- 乗換：0回,[楽] --- [楽] --- [楽]
1069,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=君津駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,君津駅,センター南駅,2時間36分 --- 2時間43分 --- 2時間34分,"2,284円 --- 2,284円 --- 2,092円",乗換：1回 --- 乗換：2回 --- 乗換：2回,[楽] ---  --- 
1070,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吹上駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,吹上駅,東京駅,1時間5分 --- 1時間4分 --- 1時間10分,990円 --- 990円 --- 990円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽][安] --- [楽][安] --- [楽][安]
1071,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吹上駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,吹上駅,横浜駅,1時間31分 --- 1時間33分 --- 1時間30分,"1,518円 --- 1,518円 --- 1,518円",乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽] --- [楽] --- [楽]
1072,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=吹上駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,吹上駅,センター南駅,1時間59分 --- 1時間59分 --- 1時間57分,"1,822円 --- 1,822円 --- 1,482円",乗換：1回 --- 乗換：1回 --- 乗換：2回,[楽] --- [楽] --- [早][安]
1073,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=和光市駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,和光市駅,東京駅,36分 --- 42分 --- 36分,450円 --- 449円 --- 450円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1074,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=和光市駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,和光市駅,横浜駅,1時間12分 --- 55分 --- 1時間13分,555円 --- 555円 --- 555円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[楽][安] --- [楽][安] --- [楽][安]
1075,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=和光市駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,和光市駅,センター南駅,1時間21分 --- 1時間19分 --- 1時間22分,775円 --- 775円 --- 775円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽][安] --- [楽][安] --- [楽][安]
1076,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=和戸駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,和戸駅,東京駅,1時間19分 --- 1時間12分 --- 1時間12分,"723円 --- 1,005円 --- 723円",乗換：0回 --- 乗換：1回 --- 乗換：1回,[楽][安] ---  --- [安]
